AD Mathews,B Kumar,1,5,0,0,0,0,0,6,9,11
AD Mathews,CH Morris,2,3,0,0,0,0,0,5,9,9
AD Mathews,DW Steyn,2,3,0,0,0,0,0,5,9,8
AD Mathews,GB Hogg,0,1,1,0,0,1,0,3,9,11
AD Mathews,HH Pandya,2,1,0,0,0,1,1,4,9,3
AD Mathews,HV Patel,2,1,0,0,0,0,0,3,9,11
AD Mathews,Harbhajan Singh,3,2,0,0,0,0,1,5,9,11
AD Mathews,I Sharma,1,2,0,0,0,0,0,3,9,0
AD Mathews,IK Pathan,0,2,1,0,0,0,0,3,9,6
AD Mathews,Iqbal Abdulla,3,5,0,0,0,1,0,9,9,8
AD Mathews,J Suchith,1,2,0,0,0,0,0,3,9,0
AD Mathews,JH Kallis,1,2,0,0,0,2,0,5,9,8
AD Mathews,JP Faulkner,10,3,4,0,3,1,1,21,9,9
AD Mathews,KA Pollard,3,2,0,0,0,0,0,5,9,6
AD Mathews,KK Cooper,1,3,1,0,1,0,0,6,9,9
AD Mathews,KV Sharma,3,4,0,0,1,0,0,8,9,9
AD Mathews,M Kartik,3,4,1,0,0,1,0,9,9,0
AD Mathews,M Morkel,0,4,0,0,0,1,0,5,9,8
AD Mathews,M Muralitharan,0,2,0,0,0,2,0,4,9,7
AD Mathews,MJ McClenaghan,3,2,2,0,2,0,1,9,9,11
AD Mathews,NLTC Perera,1,3,2,0,1,0,0,7,9,9
AD Mathews,P Awana,3,0,0,0,1,0,1,4,9,8
AD Mathews,P Kumar,0,2,0,0,0,1,0,3,9,0
AD Mathews,PP Chawla,0,4,0,0,1,0,0,5,9,8
AD Mathews,PP Ojha,1,0,0,0,0,1,1,2,9,6
AD Mathews,R Bhatia,1,8,0,0,0,1,0,10,9,8
AD Mathews,R Dhawan,2,4,2,0,0,0,0,8,9,0
AD Mathews,R Vinay Kumar,3,3,0,1,0,0,1,7,9,8
AD Mathews,RN ten Doeschate,2,1,0,0,0,0,0,3,9,2
AD Mathews,S Kaul,0,3,0,0,0,0,0,3,9,7
